	aveCitationCnt	aveJIF	aveH-Index	avePaperCnt	L	M	H	award
2395153991	9.88	1.0588894633408832	2.8	2.0	1	0	0	0
2155410336	54.59666666666667	4.032925870399306	9.8	5.2	1	0	0	0
2102380888	9.04717086834734	1.4436378678961648	6.6	15.6	1	0	0	0
2500836872	1.75	0.9480282079112008	3.4	1.6	1	0	0	0
2100858094	0.9	1.6385095351606196	8.0	1.2	1	0	0	0
2097059535	19.30857142857143	1.150024610110876	3.4	3.6	1	0	0	0
2693722088	0.0	0.0	0.0	0.0	1	0	0	0
2572753407	0.1	0.057553803363430286	7.0	0.4	1	0	0	0
2668851114	24.8	1.442106250903	11.8	2.4	1	0	0	0
2109064762	4.4	1.3000762215870425	6.0	0.4	1	0	0	0
2262385899	5.788484848484847	3.614345211533759	13.4	8.4	1	0	0	0
2323573072	5.767692307692308	1.910864679816893	10.6	6.0	1	0	0	0
2265464800	15.6	2.6788308479152034	6.0	0.8	1	0	0	0
2153729420	9.499230769230767	0.8186686642609315	6.6	7.0	1	0	0	0
2560877256	6.0	0.7365359975313978	4.6	2.2	1	0	0	0
2776609185	0.0	0.0	3.0	0.0	1	0	0	0
2112126268	0.0	0.0	0.0	0.0	1	0	0	0
2164306456	88.32000000000002	3.0120284060541915	14.0	2.8	1	0	0	0
2194481242	6.93	1.0066182029394248	5.4	4.2	1	0	0	0
2169327097	26.72	2.2668612390508325	18.6	4.4	1	0	0	0
2264628315	19.6	0.586043265875785	6.6	0.2	1	0	0	0
2134475986	1.1318181818181816	1.062927438584542	14.0	5.8	0	1	0	0
2573061670	23.06666666666667	1.4639983925705002	3.4	3.2	1	0	0	0
2303916260	3.0190476190476185	2.9645711700232167	22.0	4.8	0	1	0	0
2625091181	9.3	2.0441880954097185	2.8	1.2	1	0	0	0
2223796977	7.7390476190476205	4.583964920336792	20.0	4.4	1	0	0	0
2159011737	21.98809523809524	1.5010151937133434	6.4	5.0	1	0	0	0
2170746678	18.105714285714285	1.719918391707705	9.0	5.4	1	0	0	0
2170033343	34.2	0.7646396613353185	2.2	0.8	1	0	0	0
2619315278	0.4666666666666667	0.7217969729469129	5.0	0.8	1	0	0	0
2116559141	52.37166666666667	4.735145700879127	45.6	8.8	0	1	0	0
2601428267	10.54	2.016856302283297	10.2	3.6	1	0	0	0
1968948896	0.2	0.12911999999999998	4.0	0.2	1	0	0	0
134072846	0.0	0.0	4.0	0.0	1	0	0	0
2129696040	0.1	0.08367784771094035	3.0	0.4	1	0	0	0
1342033561	3.15	0.23554421098436626	3.4	1.8	1	0	0	0
1858722361	0.4	0.03788437468285917	2.0	0.4	1	0	0	0
2643372635	13.5	1.4512560547912687	0.8	1.0	1	0	0	0
2124613142	1.8	0.38596189506426587	6.8	0.4	1	0	0	0
2136575268	17.586666666666666	4.641392997304039	14.8	2.6	1	0	0	0
2621430112	0.0	0.0	1.0	0.0	1	0	0	0
2133458302	12.8	2.603257242712594	23.0	1.2	0	1	0	0
2119972174	0.0	0.0	6.0	0.0	1	0	0	0
2166101634	7.744444444444442	1.4638078726350496	9.6	5.0	1	0	0	0
2120140305	7.24121212121212	0.19881671008180107	11.8	3.8	1	0	0	0
2155077995	18.066666666666666	4.4724472714522125	6.8	3.6	1	0	0	0
2505237151	3.4	1.2198384298073313	5.6	2.2	1	0	0	0
2099898379	6.203093203093202	2.628902102446251	21.8	15.2	0	1	0	0
2648703612	0.0	0.0	0.0	0.0	1	0	0	0
2145801772	14.84	2.0428185344461505	5.8	3.4	1	0	0	0
2236867554	39.00190476190476	3.826581897555589	23.8	5.4	1	0	0	0
2596966651	0.0	0.0	3.0	0.2	1	0	0	0
2162116654	11.7	1.7031962271362784	4.0	0.8	1	0	0	0
2105591820	23.4	1.5934103458070281	5.8	2.2	1	0	0	0
2122921279	0.0	0.0	0.0	0.0	1	0	0	0
2151338004	6.0	0.5731220657276994	4.8	0.4	1	0	0	0
2167387482	27.277777777777786	5.14814912166246	25.8	4.8	1	0	0	0
2099536266	0.0	0.0	8.0	0.0	1	0	0	0
2143875278	0.0	0.0011772584681541008	13.0	1.0	0	1	0	0
2151411149	12.0	1.3581928269141983	16.0	0.8	1	0	0	0
2307673999	0.0	0.0	0.0	0.0	1	0	0	0
2303073511	0.0	0.0	7.0	0.0	1	0	0	0
2150645749	22.24166666666667	2.261437109835452	28.2	8.0	0	1	0	0
2599026875	17.4	2.1038958013865123	9.6	2.2	1	0	0	0
2571543092	0.0	0.0	1.0	0.6	1	0	0	0
2664875949	0.0	0.0	3.0	0.6	1	0	0	0
2247273528	3.7583333333333333	0.8256958808585397	3.8	3.6	1	0	0	0
2667190869	9.2	0.4830594339757555	10.0	0.8	1	0	0	0
2226937957	0.0	0.0	3.0	0.0	1	0	0	0
2468691129	3.866666666666666	0.9284112220357188	10.8	0.8	1	0	0	0
2493107792	25.2	2.083389197341309	5.2	2.0	1	0	0	0
2166293065	0.0	0.0	1.0	0.0	1	0	0	0
2012674138	0.0	0.0	8.0	0.0	1	0	0	0
1236973206	5.6	0.2583913043478261	2.4	0.4	1	0	0	0
2101476622	3.6	0.5724361493123772	0.6	0.4	1	0	0	0
2169652390	76.1	1.5017815434023631	7.0	1.4	1	0	0	0
2583219095	8.033333333333335	1.7629493916168897	10.4	1.6	1	0	0	0
2168143308	12.1	3.1513725434692015	12.8	0.8	1	0	0	0
2327747144	10.5	2.7460685491649564	8.0	2.0	1	0	0	0
2604750650	0.0	0.0	15.0	0.0	0	1	0	0
2161639598	0.0	0.0	7.0	0.0	1	0	0	0
2157204938	0.0	0.0	15.0	0.0	1	0	0	0
2688455705	0.0	0.0	0.0	0.0	1	0	0	0
2161364670	23.53333333333333	1.6056834004756706	8.4	1.8	1	0	0	0
2122177297	5.8	1.0241387502969828	6.0	0.2	1	0	0	0
2123838230	79.3	4.116677425039039	2.2	1.0	1	0	0	0
2098491570	0.0	0.0	13.0	0.0	1	0	0	0
2649963885	2.88	1.1462385775573476	10.0	1.2	1	0	0	0
2147469531	0.0	0.0	5.0	0.0	1	0	0	0
2154799673	0.0	0.0	0.0	0.0	1	0	0	0
2089222651	10.7	0.9605449568916298	13.0	0.4	1	0	0	0
2112273716	0.0	0.0	3.0	0.0	1	0	0	0
2031479677	13.508589743589745	3.2894438019327907	30.6	9.6	0	0	1	0
2724872233	10.0	0.9928711024394428	2.6	0.8	1	0	0	0
2559975655	0.4	0.3426573426573426	3.0	0.2	1	0	0	0
1225317958	17.48	1.2296505974061371	11.4	4.8	1	0	0	0
2152129726	7.541025641025642	5.196938754308651	59.8	8.6	0	0	1	0
2752021877	0.0	0.0	12.0	0.0	1	0	0	0
2610454923	14.333333333333332	0.9479237735034024	4.0	1.8	1	0	0	0
2151084988	8.333333333333332	0.8566641754895284	5.4	2.2	1	0	0	0
2617157005	10.3	2.743394966611313	2.4	1.6	1	0	0	0
2143560452	3.2	1.0810073452256033	6.0	0.2	1	0	0	0
2142528260	16.4	1.5890404161611462	2.8	1.2	1	0	0	0
2125050832	0.0	0.0	2.0	0.0	1	0	0	0
2129438427	12.6	0.5648809827022857	5.0	0.4	1	0	0	0
2138942620	20.4	1.4304719771111167	10.0	1.4	1	0	0	0
2117647565	6.8	0.9481940441882803	4.2	0.4	1	0	0	0
2129452128	4.2	1.1911921555135043	7.6	0.2	1	0	0	0
2158637162	20.64	4.3868155486679985	14.2	3.0	1	0	0	0
2551188948	2.0	0.54347576877793	13.0	1.0	0	1	0	0
2558121541	7.125555555555558	1.0640521950177042	9.4	11.2	1	0	0	0
2135487126	24.176666666666666	1.887734534458548	13.4	7.6	1	0	0	0
2098219782	3.15	1.9943758179532922	9.6	2.6	1	0	0	0
2590626426	9.616666666666667	4.238726846756358	10.0	4.2	1	0	0	0
2304708675	52.96666666666666	4.291533855008322	6.0	1.6	1	0	0	0
2308693179	0.8	0.5203393135725428	0.4	0.4	1	0	0	0
2119380415	32.86	1.3475165659291886	10.6	4.0	1	0	0	0
2107490671	14.67095238095238	3.3040975080083017	18.6	10.8	1	0	0	0
2778124847	2.4685714285714284	0.6940736983289306	3.0	2.8	1	0	0	0
2639767613	93.58333333333331	3.7534026738526833	11.4	2.6	1	0	0	0
2100570559	55.67	3.047592145434012	10.4	2.8	1	0	0	0
2072159334	0.0	0.0	5.0	0.0	1	0	0	0
2653849141	14.5	0.718170731707317	3.6	1.2	1	0	0	0
2138694383	0.0	0.0	9.0	0.0	1	0	0	0
2192254066	7.3916666666666675	1.190808201140524	10.8	3.4	1	0	0	0
2154459738	0.0	0.0	27.0	0.0	0	1	0	0
2321558102	0.2	0.8425414364640883	5.0	0.4	1	0	0	0
2099020214	21.788461538461537	3.6959509624269726	21.8	7.2	1	0	0	0
2150448886	0.0	0.0011772584681541008	24.0	0.2	0	1	0	0
2505133586	0.0	0.0	6.0	0.0	1	0	0	0
2235888740	1.5	0.3349874324015539	4.8	0.8	1	0	0	0
2117553164	6.7	1.5341236623917718	4.4	1.8	1	0	0	0
2097207902	28.8	1.6386269163185276	4.2	1.6	1	0	0	0
2121403715	30.59111111111111	2.519308491623564	17.8	5.6	1	0	0	0
2150814619	4.516666666666668	0.4973533820546737	5.2	1.8	1	0	0	0
2165913566	6.332121212121211	1.1084251411946326	10.0	8.8	1	0	0	0
2105269132	2.4	0.3213336675858611	4.2	0.2	1	0	0	0
2252455567	15.85	1.7768230670705152	5.4	2.6	1	0	0	0
2138788641	34.41111111111111	8.828008695576461	34.4	7.0	0	0	1	0
2120162492	7.6	0.3881282692745053	0.2	0.2	1	0	0	0
2582457136	2.4	0.3650745339100486	0.4	0.4	1	0	0	0
2148692915	12.666666666666664	2.2932013886410294	17.4	7.2	0	1	0	0
2431320349	0.0	0.0	9.0	0.0	1	0	0	0
2165182151	5.8	0.5483652159292509	3.2	1.6	1	0	0	0
2140139299	1.6233766233766231	1.0165123694103104	5.0	4.4	1	0	0	0
2125874394	0.0	0.0	19.0	0.0	1	0	0	0
2134593789	22.9	1.5163028360996038	5.8	1.2	1	0	0	0
2150143441	40.92	3.005619723270538	22.8	2.2	1	0	0	0
2564120281	0.0	0.31845077998924154	0.0	0.2	1	0	0	0
2558682455	17.895238095238096	2.361996480520832	19.0	8.2	1	0	0	0
2132499049	0.8	0.7851851851851853	24.0	0.4	1	0	0	0
2147182381	2.9	1.0936456940547667	1.0	1.0	1	0	0	0
2749112847	0.13333333333333333	0.16714285714285715	3.0	0.8	1	0	0	0
2096543976	0.0	0.0	7.0	0.0	1	0	0	0
2619327966	0.0	0.0	0.0	0.4	1	0	0	0
719783363	3.913333333333333	1.4488294837818712	5.8	2.4	1	0	0	0
2109042203	11.026666666666667	0.4504966269578632	7.6	3.4	1	0	0	0
2154367007	34.2	0.8093748308043056	3.8	0.6	1	0	0	0
2236599932	21.426666666666673	3.116475072422428	7.0	1.8	1	0	0	0
2095892170	2.0	0.12179364863023034	7.0	0.4	1	0	0	0
2239686435	3.675	1.4334169396204428	7.8	4.0	1	0	0	0
2150962668	4.734285714285714	0.15049007714442586	4.6	4.8	1	0	0	0
1979207691	0.0	0.0	0.0	0.0	1	0	0	0
2666000811	7.066666666666667	0.6449520243702744	9.2	4.0	1	0	0	0
2305287551	4.4	0.4798009950248757	5.0	0.6	1	0	0	0
2238150253	24.1	0.7078930702897146	1.4	1.6	1	0	0	0
2130371764	18.15714285714285	2.0219634629819745	15.2	6.6	1	0	0	0
8167851	0.0	0.0	3.0	0.2	1	0	0	0
2612818936	0.0	0.0	0.0	0.0	1	0	0	0
2691119769	0.0	0.0	2.0	0.0	1	0	0	0
2307335826	0.0	0.0	4.0	0.0	1	0	0	0
2652834205	1.2	0.6158385093167702	14.0	0.6	1	0	0	0
2151111624	0.0	0.0	8.0	0.0	1	0	0	0
2138515857	16.93333333333333	1.0188985000246067	1.6	1.0	1	0	0	0
2141557542	9.79	0.9703533282935752	11.2	4.8	1	0	0	0
2125682841	18.066666666666674	0.4561961479354998	3.6	1.6	1	0	0	0
2096386199	14.32	5.821142011209908	8.4	3.0	1	0	0	0
2120971950	0.0	0.0	12.0	0.0	1	0	0	0
2599974333	0.0	0.0	0.0	0.0	1	0	0	0
2241452699	0.0	0.0	0.0	0.0	1	0	0	0
2605386677	0.0	0.0	3.0	0.0	1	0	0	0
2098712983	0.0	0.0	3.0	0.0	1	0	0	0
2652397350	9.133333333333336	1.3933215992816912	1.4	1.0	1	0	0	0
2625163221	1.3	1.9631368828095048	9.0	1.2	1	0	0	0
2171793099	9.6	1.0403940886699508	0.2	0.2	1	0	0	0
2304020625	1.3	0.8657730241964409	8.0	0.6	1	0	0	0
2161282059	185.89333333333332	1.9018190653766616	10.6	4.2	1	0	0	0
2120048231	50.4	3.962522306252029	16.4	1.6	1	0	0	0
2130687195	11.972793148880106	3.6408269957318575	30.2	14.2	0	1	0	0
2609137751	2.8	0.2550408719346049	3.0	0.2	1	0	0	0
2113496154	18.25357142857143	3.2062729584408927	27.4	7.6	0	1	0	0
2107094063	3.3566972243442827	1.1860420145966175	10.6	11.4	0	0	1	0
2626025562	0.0	0.0	0.0	0.0	1	0	0	0
2607622088	40.6	0.13579881656804732	0.4	0.2	1	0	0	0
2655940493	0.0	0.0	4.0	0.0	1	0	0	0
2167901638	27.2	1.272272456645435	8.6	1.2	1	0	0	0
2130233059	5.14	2.714223891743053	11.8	2.0	1	0	0	0
2113648768	9.09	1.85053229176144	9.8	2.8	1	0	0	0
2117310676	29.2	2.3422273406977334	1.8	1.0	1	0	0	0
2735341471	0.0	0.0	1.0	0.0	1	0	0	0
2107521940	24.312600732600732	7.774213856633144	35.0	17.6	0	1	0	0
2129036690	2.68	0.9341988667253108	5.0	8.0	1	0	0	0
2168149035	1.7416666666666665	0.17942841478010446	3.4	3.6	1	0	0	0
2160530418	1.4333333333333331	0.533166292790302	2.8	2.2	1	0	0	0
2129285711	1.6	0.9700890729168016	4.6	0.6	1	0	0	0
2169842180	0.0	0.0	3.0	0.0	1	0	0	0
2150662063	19.05412698412698	2.3488134328965304	22.0	6.6	0	1	0	0
2106228171	13.78772893772894	2.5655402328359287	25.2	11.4	0	1	0	0
2164157085	10.997619047619047	1.496150695967333	8.8	6.8	1	0	0	0
2140193922	3.858333333333333	1.8071679618270384	23.0	5.4	0	0	1	0
2657060330	20.545454545454547	1.1801346568972586	4.8	2.6	1	0	0	0
2153333472	6.0666666666666655	0.8234248882322015	2.8	1.6	1	0	0	0
2193636198	26.9	3.0172508530820066	3.4	0.8	1	0	0	0
2212034063	0.0	0.0	7.0	0.0	1	0	0	0
2572299092	19.125	5.775531975512051	15.4	7.2	1	0	0	0
2154147473	29.113636363636363	3.6372853899099327	24.2	5.4	1	0	0	0
2112394150	12.229953379953384	2.1036802100709524	16.4	11.4	1	0	0	0
2610136632	0.0	0.0	0.0	0.0	1	0	0	0
2267357186	39.52666666666666	3.197449440412572	5.6	2.4	1	0	0	0
2167716309	4.866666666666667	1.0599233581419452	10.8	0.8	1	0	0	0
2126887540	2.9833333333333334	0.4807902573664403	2.6	2.4	1	0	0	0
2145588887	4.73	3.8488382108313033	14.2	3.0	1	0	0	0
2096321700	3.0875	1.3920473894416734	26.0	5.8	0	0	1	0
2637569646	3.542857142857143	1.7205222199571757	2.0	3.4	1	0	0	0
2130924367	0.0	0.0	6.0	0.2	1	0	0	0
2615102315	2.1	2.5654235013220803	6.6	1.0	1	0	0	0
2685909078	24.29523809523809	5.080473432540658	5.4	3.8	1	0	0	0
2138774193	14.8	3.21776647331274	5.6	0.4	1	0	0	0
2570467540	30.8	2.9952498598164565	0.8	0.4	1	0	0	0
2583332178	8.603846153846153	2.2257555919358363	16.8	6.0	1	0	0	0
2145699650	1.1333333333333335	0.6191604291536332	10.0	0.6	1	0	0	0
2122193271	17.76175824175824	3.0264239271506534	30.8	5.8	0	1	0	0
2118483151	6.4833333333333325	1.0521316906903349	3.2	2.4	1	0	0	0
2323686043	20.033333333333328	2.1990505978136694	5.4	1.6	1	0	0	0
2431455375	8.8	2.1951535068160317	12.0	1.2	1	0	0	0
2714818106	18.8	1.4725569901208957	1.8	0.8	1	0	0	0
2160587199	5.2	0.4732625902224766	1.0	0.6	1	0	0	0
2761242835	0.6	0.5201451364337019	5.8	0.4	1	0	0	0
2549424322	11.633333333333333	2.102658932679866	10.8	2.0	1	0	0	0
2099460795	47.43333333333334	4.081684581529236	8.8	2.6	1	0	0	0
2731373980	9.566666666666666	2.177630282068853	5.2	1.6	1	0	0	0
2170085096	26.3	2.4815484355289983	11.6	2.2	1	0	0	0
2150822877	6.663095238095237	1.5831386196727972	5.2	6.2	1	0	0	0
2097649935	7.760000000000002	1.3465798611101698	8.2	3.0	1	0	0	0
2105361934	26.16666666666667	1.6718172169682706	9.2	2.2	1	0	0	0
2095885832	20.980499325236167	2.6906913974047892	17.4	9.0	1	0	0	0
2101881875	5.9766666666666675	4.1622726681992965	10.0	4.6	1	0	0	0
2157899901	11.213333333333335	0.8136882857922438	34.0	3.6	1	0	0	0
2156061973	6.933333333333333	1.1880778675566712	0.8	0.8	1	0	0	0
2670541404	0.0	0.0	7.0	0.0	1	0	0	0
2021996926	5.6083333333333325	1.7493343311107126	15.0	3.6	1	0	0	0
2512611275	0.0	0.0	5.0	0.0	1	0	0	0
2128579718	16.6	3.0649039078312907	4.4	1.2	1	0	0	0
2309691742	16.161904761904765	2.95535927470824	17.8	5.0	1	0	0	0
2444411017	6.6	1.2751564798235182	2.0	0.8	1	0	0	0
2099480643	0.0	0.0	3.0	0.0	1	0	0	0
2121523516	1.4	0.1575083426028921	3.8	0.2	1	0	0	0
2184041548	0.0	0.0	4.0	0.0	1	0	0	0
2131079553	6.133333333333335	0.613754149327219	13.0	0.8	1	0	0	0
2122576518	2.1	1.8121633076920407	7.8	1.2	1	0	0	0
2144983540	10.4	3.8193238250033015	3.4	1.6	1	0	0	0
2581456552	6.8	1.7968040244994037	8.0	0.8	1	0	0	0
2110984307	13.919999999999998	3.4747468383943034	10.6	1.4	1	0	0	0
2651831884	0.0	0.0	6.0	0.0	1	0	0	0
2036025750	0.0	0.0	1.0	0.2	1	0	0	0
2127909259	1.143333333333333	0.4591067621359821	1.6	3.0	1	0	0	0
2147480086	3.8	5.729426895788218	9.0	1.4	1	0	0	0
2161281631	0.0	0.0	3.0	0.0	1	0	0	0
2046677457	0.0	0.0	3.0	0.0	1	0	0	0
2165129454	6.487301587301588	1.9688820315799904	20.6	6.8	0	1	0	0
2665688544	8.057142857142857	2.0775159365045246	12.0	5.0	1	0	0	0
2114362624	0.8483333333333333	1.5121691342136685	11.0	7.0	0	1	0	0
2103274962	16.765714285714285	3.5875541142718683	27.4	6.6	1	0	0	0
2747122479	0.06666666666666668	0.5502881089575694	1.0	0.8	1	0	0	0
2161344787	18.01666666666668	1.0125764437446558	7.6	2.0	1	0	0	0
2147119203	0.33333333333333337	0.7984330494959406	7.0	1.4	0	1	0	0
2602803908	14.387445887445883	5.4323940394956125	18.0	4.6	1	0	0	0
2656454723	28.26868686868687	4.859831091918867	13.2	6.4	1	0	0	0
2222010542	2.2	0.06949152542372881	6.0	0.2	1	0	0	0
2104873046	44.1590811965812	2.2464416500113664	28.0	10.2	1	0	0	0
2153403073	0.0	0.0	9.0	0.0	1	0	0	0
2124841962	3.4666666666666663	0.6756295021355262	3.8	1.0	1	0	0	0
2165522783	76.77924297924298	2.4373754484096923	37.0	15.2	1	0	0	0
2110809243	1.7399999999999998	0.7602713951289991	4.8	5.4	1	0	0	0
2316252289	5.92	1.407169444511719	8.2	3.0	1	0	0	0
2421134446	15.830000000000002	2.1342991047782687	15.4	9.0	1	0	0	0
2163564647	5.0	2.5393653316560703	8.8	0.4	1	0	0	0
2152746768	40.00272727272728	4.093849730167281	33.0	16.4	1	0	0	0
1945329861	0.0	0.0	6.0	0.0	1	0	0	0
2136115836	21.61198717948718	4.4713050510658565	28.8	15.8	1	0	0	0
2586892900	1.9666666666666663	0.8241619412506778	5.2	1.6	1	0	0	0
2120965470	0.0	0.0	5.0	0.0	1	0	0	0
2142477919	22.50317460317461	3.5558363391081933	41.0	22.8	0	1	0	0
2472746478	1.1	0.2149425287356322	1.0	0.8	1	0	0	0
2687212611	0.0	0.0	8.0	0.0	1	0	0	0
2293219852	0.2	0.1011904761904762	6.0	0.2	1	0	0	0
2187278809	1.0	2.050701278135957	9.0	0.4	1	0	0	0
2108896006	0.0	0.0	16.0	0.0	1	0	0	0
2304986032	0.0	0.0	16.0	0.0	1	0	0	0
2112187811	0.0	0.0	7.0	0.0	1	0	0	0
2107726642	0.0	0.0	3.0	0.0	1	0	0	0
2167043544	2.5323809523809517	1.93391039219568	11.0	3.6	1	0	0	0
2538491856	19.7	1.5388000780913722	1.8	1.0	1	0	0	0
2499512103	9.443333333333333	2.62798349084438	9.6	3.2	1	0	0	0
2137930062	16.55140350877193	1.4702228225890874	14.8	15.6	1	0	0	0
2599663233	19.225396825396825	4.448731575711906	14.6	8.2	1	0	0	0
2124707982	0.0	0.0	3.0	0.0	1	0	0	0
2156872840	7.8	2.330758965691726	9.8	0.8	1	0	0	0
2583990910	32.5	3.9212264134408312	3.6	1.0	1	0	0	0
2155203226	8.587087912087913	1.9979962126192945	21.2	17.6	0	1	0	0
2176810612	13.45	1.2999448928563282	6.4	1.0	1	0	0	0
2161122016	26.26571428571428	1.490936913015861	17.0	14.4	1	0	0	0
2482903946	1.1238095238095238	0.7092154089140642	5.0	2.2	1	0	0	0
2245214548	0.2	0.0	5.0	0.2	1	0	0	0
2121262826	0.0	0.0	4.0	0.0	1	0	0	0
2130779389	16.06666666666667	3.5319928654311608	7.4	1.2	1	0	0	0
2154690304	6.466666666666666	0.9062163623076162	21.0	3.8	0	1	0	0
2707215890	27.86666666666667	3.0956535473751794	7.4	2.4	1	0	0	0
2104415777	1.4	0.3158872928746961	3.4	0.6	1	0	0	0
2185613937	12.291428571428574	1.3676089151071829	5.6	4.0	1	0	0	0
2099254133	6.0	1.1396791282062888	4.8	0.6	1	0	0	0
2506212675	23.68	2.0288728038434622	3.8	1.4	1	0	0	0
2568110818	30.53333333333334	3.3818966692803096	3.6	1.6	1	0	0	0
2187214087	0.0	0.0	1.0	0.0	1	0	0	0
2160041688	20.033333333333328	2.2432050747836203	11.8	1.8	1	0	0	0
2691761383	3.7	0.5975727585320307	2.8	0.6	1	0	0	0
2142606130	9.9	1.5100394815233853	2.6	1.8	1	0	0	0
2132908064	9.81925925925926	3.4200007011658866	24.6	9.6	0	1	0	0
2579594571	7.694285714285713	1.6432357220504852	13.0	6.8	1	0	0	0
2672741848	10.1	1.5589237834269394	2.8	0.6	1	0	0	0
2119394733	37.486666666666665	2.6007995968993693	10.8	3.0	1	0	0	0
2230265955	6.5200000000000005	0.6197034642108633	1.0	1.0	1	0	0	0
2136266794	0.0	0.0	10.0	0.0	1	0	0	0
2250234745	5.246666666666667	2.7382878452053605	13.0	3.4	1	0	0	0
2482613009	12.8	0.7565909897717569	3.4	0.8	1	0	0	0
2704079037	0.0	1.0097560975609756	12.0	0.2	1	0	0	0
2423501223	15.919999999999998	5.8443371705781075	10.8	5.6	1	0	0	0
2618044699	12.433333333333332	4.4740814363204064	5.2	2.2	1	0	0	0
2638443532	0.0	0.0	1.0	0.0	1	0	0	0
2096264089	2.0	0.7021040095275903	11.0	0.2	1	0	0	0
2686917406	0.0	0.0	2.0	0.0	1	0	0	0
2420721969	15.4830303030303	2.5815287062568126	23.2	11.8	0	1	0	0
2111276463	36.1	1.7195017399310129	2.6	1.6	1	0	0	0
2132053256	4.6	0.3834101382488479	6.2	0.2	1	0	0	0
2223847123	7.99	3.4315503203273594	11.4	2.8	1	0	0	0
2552403349	2.8	0.9781654403332168	9.0	0.6	1	0	0	0
2163230821	0.2	0.22506393861892585	6.0	0.2	1	0	0	0
2637925846	0.0	0.0	0.0	0.0	1	0	0	0
2156048252	0.0	0.0	9.0	0.6	0	1	0	0
2569360905	7.8	2.5935291854353486	10.8	1.2	1	0	0	0
2552152551	3.05	1.0852464049479391	3.6	1.2	1	0	0	0
2112621182	0.0	0.0	3.0	0.0	1	0	0	0
2115034244	29.30657322654463	6.2116954051129865	41.0	17.0	0	1	0	0
2778389430	25.1	0.8205629393306187	3.2	1.0	1	0	0	0
2161294656	17.666666666666664	3.4647774811848584	10.6	1.8	1	0	0	0
2109636682	0.0	0.0	0.0	0.0	1	0	0	0
2141591688	21.6	1.6281590763309814	1.2	0.6	1	0	0	0
2099094270	1.1285714285714286	0.9284759917714676	7.0	1.8	1	0	0	0
2141239370	0.0	0.0	12.0	0.0	1	0	0	0
2143414206	5.7	1.3606151330074527	15.8	0.6	1	0	0	0
2663520892	0.0	0.0	11.0	0.0	1	0	0	0
2106989669	9.0	2.204955358541399	4.0	0.6	1	0	0	0
2301499624	9.5	1.5170347712048542	1.4	1.4	1	0	0	0
2113185932	9.424444444444443	3.776456145438986	28.4	14.2	0	1	0	0
2608156510	0.0	0.0	14.0	0.0	1	0	0	0
2108375291	1.2	0.8192866304192398	14.0	0.6	0	1	0	0
2128988761	9.316666666666666	2.7191826930667347	5.8	2.0	1	0	0	0
2110473235	0.0	0.0	3.0	0.4	1	0	0	0
2470631395	0.0	0.0011772584681541008	8.0	0.2	1	0	0	0
2259399147	0.0	0.0	4.0	0.0	1	0	0	0
2147856635	23.35	1.031574543734488	10.2	1.0	1	0	0	0
2199629150	31.25	2.689385631082287	7.2	1.8	1	0	0	0
2125868245	5.5	1.0602092243244716	3.6	2.4	1	0	0	0
2144244693	5.433333333333333	1.2405838432901724	13.0	2.0	1	0	0	0
2305919268	0.0	0.0	0.0	0.0	1	0	0	0
2171373538	2.506666666666667	1.3680772545787916	2.6	2.8	1	0	0	0
2137467464	13.466666666666665	3.018999510308725	7.0	1.4	1	0	0	0
2421131083	6.2	2.703033495575781	9.0	1.4	1	0	0	0
2276152985	8.3	1.8257197913551944	7.4	0.8	1	0	0	0
2614424582	0.6	0.2249110320284698	5.0	0.2	1	0	0	0
2168473544	4.9	0.509474763057544	10.6	0.8	1	0	0	0
2128836615	15.897142857142857	1.0938780821671026	15.0	10.6	1	0	0	0
2127181958	5.4	0.15702479338842976	2.0	1.8	1	0	0	0
2096236940	40.73333333333333	8.0258616393249	3.2	1.6	1	0	0	0
2205371838	0.0	0.0	0.0	0.0	1	0	0	0
2117715968	65.4	3.3328268408141986	1.2	0.6	1	0	0	0
2108708388	6.8	1.037741935483871	0.2	0.2	1	0	0	0
2125201152	8.8	7.899181257382456	19.6	1.8	1	0	0	0
2153093055	42.4	0.8793683847470402	3.6	2.2	1	0	0	0
2152742497	22.56	3.336254909035515	6.2	2.4	1	0	0	0
2128961535	0.0	0.0	16.0	0.0	1	0	0	0
2425950242	15.0	0.8788770968846287	22.8	0.2	1	0	0	0
2497099214	4.033333333333333	3.892825246973496	7.4	1.4	1	0	0	0
2117615860	2.7116666666666664	2.40533824069218	17.0	5.0	0	1	0	0
23695802	0.1	0.0	1.0	0.6	1	0	0	0
2155053817	40.85911123963756	5.687868731403574	40.4	22.0	0	1	0	0
2427666413	2.933333333333333	1.2342461450259037	2.8	1.4	1	0	0	0
2287429527	0.0	0.0	7.0	0.0	1	0	0	0
2141044430	2.268333333333333	2.1042017081001125	13.0	4.0	1	0	0	0
2154845982	0.0	0.0	0.0	0.0	1	0	0	0
2127628539	23.219805194805197	4.10017416401885	37.2	10.2	0	1	0	0
2119748216	37.57333333333333	2.633405696239426	16.6	3.2	1	0	0	0
2136549642	11.676666666666666	1.5577571979643867	13.4	3.2	1	0	0	0
2003165644	0.0	0.05327510917030568	2.0	0.4	1	0	0	0
2132246969	0.0	0.0	4.0	0.0	1	0	0	0
2609782886	0.8400000000000001	3.1306554423332624	5.0	2.0	1	0	0	0
2513490537	9.766666666666667	1.5198193267158786	4.8	1.4	1	0	0	0
